"Z","X","Y"
-1.60230913991109,1.70819271915492,2.68557472252561
-0.784233001526445,-0.100264554287199,0.45302163430092
0.11490221042186,-0.00467516253076262,0.413876957239717
-1.32461525592953,1.44464137842845,2.37795543711163
0.664444271475077,0.616775253055445,1.15452892929095
0.123264354653656,-0.0123870035934918,0.713483530146932
0.657568315509707,0.280708597042511,0.540353116077045
1.76537958718836,-0.900866623852369,0.532437091859047
-1.17732747830451,0.291125516989464,1.63928564140262
1.53309365781024,2.34895115631189,1.45388954755252
0.930869149044156,0.118750805266762,0.69344090780644
2.71435574814677,-2.90392266093777,0.0347264652714579
-2.20300089754164,-3.80589975037936,2.85382987311355e-05
0.535833920817822,0.456611918944986,0.233319291012045
1.96795589989051,2.67487067700198,1.97857227437291
-0.0288441879674792,-0.0402870706636176,0.0596848689019431
-2.50029228720814,-3.16497931074029,0.000322910799718377
2.84761870885268,4.62327128133139,3.19233331774867
2.32693830225617,0.109396582023132,0.359264968294451
-1.28850133158267,-2.30599378561775,0.000867261256350132
-0.815017486922443,-0.433985196300039,0.397243270764396
1.66267117671669,1.72832407291264,0.960906561768075
1.14287626370788,2.45599948700682,1.22437405622489
0.179689492564648,0.224441158383949,0.259681048922371
-1.40910304617137,0.285888317098011,1.92516426430069
-1.12889825971797,0.232813665754929,0.374589736438149
-1.3760142037645,-1.44019372558915,0.00576644397128651
-2.06787307653576,-1.71047969778338,0.00869711114327159
0.618310930207372,0.0284773837275631,0.477032980878206
-1.3126323139295,-2.97220675867388,0.000122510186339304
-2.8179015093483,-2.69218352409113,0.000669436866805035
-2.44167799735442,0.283817931012247,1.63571525619019
0.632252028677613,0.592461819562813,0.586598358499493
2.01186711899936,-0.791858551916349,1.00908119951292
-1.07151675922796,-2.11879883364098,0.000606308738665641
0.120692810509354,0.197365253442819,0.0221532126469723
2.30049944669008,-2.46132981153845,0.024334073386986
-0.97735760640353,0.565307322809091,1.25917083427738
-0.690439356956631,0.383649257922181,1.15647019311647
2.17773092631251,-0.34078544964886,0.433051807154972
-2.58685868885368,1.74690608396052,2.48932760542455
0.430601857602596,0.272293095152329,0.376707091177601
-1.9832617174834,-2.41321702173883,0.000401478769691635
-1.25363051751629,0.588674490414182,1.9749208691763
0.568618704099208,-0.298331836355385,0.392452659368273
-1.62511500902474,0.412718866456451,0.97152876750868
-0.373603778891265,0.188362130900777,1.90563628324312
0.44052527518943,0.660526076310813,0.305176907523986
-2.28474778169766,-2.38432202141456,0.00413380773064246
-1.5938223246485,-2.06571532371623,0.000566418730706478
1.69715030863881,0.954868911902767,1.049492016067
0.734215646982193,0.715801631002619,0.225967374121087
1.7438803310506,-0.688929059095367,0.313597831451206
-1.91736086318269,-2.97677753512672,0.000127583056939131
-1.67913706088439,2.08377285797539,2.99959116856862
-2.84671069309115,2.86698177918059,4.10638690566872
-0.861585955135524,-0.565286783901653,0.115271360999837
-1.43411325663328,-0.957807972951784,0.00889791602327362
2.80469650682062,2.06083307621186,1.45131829278172
0.753116795327514,0.490817042277619,0.368690717816656
-1.17109795007855,-2.49185090808542,0.00023201191722252
-2.66160645615309,-1.87170736121723,0.0514471574099209
0.60062085930258,0.481830119701526,0.153091053892043
-0.589180602226406,-0.904461384957813,0.0146665115784397
1.51578269060701,2.47881644928843,1.20699983430694
-1.67781509645283,-2.54048953354518,0.000663975560469663
2.55354097299278,3.45421759663076,2.53901024084304
-2.6533688949421,-0.796112409861264,0.111874366474446
-1.65437038382515,-2.34547448852444,0.00131312459907107
-2.04317044699565,0.685899382787066,2.11238179490965
2.36282483674586,5.61052344642363,3.91645568457566
-2.27196928253397,1.88554624453165,3.14480205869213
-2.46515067340806,-3.36146335354223,8.15450087986002e-05
0.913864911999553,0.229192894866822,0.413503836637441
0.108487190678716,0.188138781007768,0.0889908771810386
-2.14531663153321,-0.476017441151854,0.105051451721802
2.73588132765144,-0.881999884816529,0.361495188305651
2.2126912297681,-0.653786482447618,0.231509202024303
1.17296690074727,1.43531682116601,0.831184949126529
-2.87055634427816,0.83041109346159,0.93532651733262
-0.374638323672116,-0.140327407846983,0.391316851563796
-0.342124759219587,-0.0138073405436964,0.395598061648364
-2.38671483518556,-2.55337455966866,0.00247499024257825
0.352675525937229,0.424321017723089,0.234888949187176
1.14286224776879,-1.32584766523369,0.429680545401679
-0.785780654288828,-0.518506106949011,0.347932523785248
-2.30397599609569,-2.97108634359528,0.000955761810687705
-2.28372571058571,-1.70357215716,0.0036653235865316
-2.41134059708565,-1.97821303929539,0.00295475184136582
1.10702055925503,2.53251933368757,1.51638805655449
2.45742786582559,-2.7561560885707,0.0850022583369826
0.348381926771253,-0.0230646479441187,0.619323557876279
1.76436067465693,2.78888463368711,1.58813910140404
-2.5612632650882,1.59350969045503,2.98594464720252
2.65323970187455,4.28236793842891,3.36809679854016
-2.08988852240145,-0.0183311342551231,0.407132728391637
2.44933550013229,-0.0204793893698244,1.02208236902296
2.30668129306287,-0.817821861489976,0.549053774739475
2.4981209943071,5.19607546155248,3.83948130809422
1.61996136931702,2.5449242243333,1.64807199937696
2.96782151050866,-1.48374704565648,0.11900985949592
-2.25621021771803,-1.37917106810453,0.0172753282637384
-2.03467707848176,-2.81275628215034,0.000287360577502785
-1.96271532587707,-0.0644574641137998,1.02499510126449
0.515008288901299,0.241357224303055,0.967301846139816
1.48556997673586,0.855752595952983,0.846751740621523
-1.36033657891676,0.63178483976189,2.2629378506051
0.295282774139196,0.413152550552293,0.176258182021393
-1.96368934214115,-3.21003107803332,6.47653927047424e-05
-1.33983930107206,1.22073094497705,2.63363513434451
-0.0290722888894379,0.0272955867905442,1.62753048405708
-0.516337365377694,0.280952133381302,1.22605809623722
1.17341220751405,-0.534354327383495,0.901199250754204
2.31589661026374,1.8533053520579,1.74502824927794
1.04069539904594,-0.292068422143843,0.607576973227182
2.34688397264108,4.23156525932003,3.32943450701408
1.58200747473165,0.509895328868676,0.960245312209815
-1.30170480022207,-0.592321121769934,0.184060069989897
