"Z","X1","X2","Y"
1,1.99033463623131,2.13203808706444,6.93567125751832
1,-0.0338441650518437,2.14094747183795,4.10559526693319
0,0,2.11820207063638,7.86979634115635
0,0,2.01006220924949,4.39299161595615
1,-0.467372154639571,2.06649771367132,3.0830557017484
0,0,1.99071184871208,5.64302590635024
0,0,2.26412889410673,8.42407584148943
0,0,2.19049103671344,6.98274371729527
1,-5.1386325444019,1.95247883817864,-7.35747251690643
0,0,1.95886906765655,5.20280573357811
1,0.66909432969339,2.23208653105376,7.45474909117864
0,0,2.15872012685177,3.10940082558636
0,0,1.4873706501879,1.25646194820424
1,0.401719683088746,2.27989815212852,5.22940726817271
1,-2.95534093737323,1.95760810673201,-1.98719185956855
0,0,1.94320551148367,3.05090552232662
0,0,1.91928341512807,2.10538067731508
1,0.990107749715248,2.44958387587353,7.37214768317399
0,0,1.90406401441528,6.83573031900274
1,0.499228749617361,2.12255045185963,3.33912366704992
1,0.927500352197434,2.11512974733501,5.67989139411743
0,0,2.13716394811645,4.27173587233822
0,0,2.18427028478286,10.408813788731
1,0.6832310346825,2.04877736747733,4.98629891341807
0,0,2.08408907129169,6.24351571801727
0,0,2.12312657929197,7.50039683942699
1,0.147182975441272,2.12042829753131,5.03406062263823
0,0,1.63581784288305,4.00429495925659
0,0,2.21276897900697,8.89568954727952
1,1.50227176860991,2.29634572803259,8.21153762853592
1,-0.503154493035971,2.34737029279919,3.73225683166754
0,0,2.04332660298329,4.49681875907043
1,0.25488699259395,2.32066343872303,4.8904229813529
1,1.35992743497433,2.34776670645738,8.20950989873186
0,0,2.19256680100421,7.3977742961018
1,-2.3426398048791,2.31757956343682,-1.1888675722857
1,-1.45615514451186,2.19670466125457,1.42097068183969
1,0.0820789814444748,2.3148280656421,5.65189062247754
0,0,1.69424634710673,2.03070636405353
1,0.844779366946242,2.32717421434918,4.65792399540157
1,3.73045317439444,2.38353264101222,12.8190678515773
1,2.63612006354347,2.37715309105404,10.5910766659832
0,0,1.61758719124093,0.801380238032922
0,0,1.95380419596517,2.48371894120173
1,0.381922795571147,2.24537321251392,6.18677401097076
0,0,1.82496230557805,6.7772181505197
1,-0.87390870000195,2.29443527350656,3.17781671276005
0,0,2.11244114244425,5.22796176923538
1,4.34402736735011,2.36443647119332,13.9986653717958
0,0,2.14887868347913,6.12930921949687
0,0,1.64316562366065,1.70367986562128
1,-1.23554052996708,2.20893993223024,3.19996321170451
1,-3.7986093372765,1.9583435851021,-2.09498066793249
0,0,1.92221203393137,6.68087695048891
0,0,2.04125616430084,3.50833428712945
0,0,1.35829551917294,-0.492897108063379
1,0.20959194409935,2.09362003100652,5.06829827358572
0,0,1.86939431776585,2.86065975986622
1,0.607129614286837,2.21437197366382,5.39380898287108
1,-1.11883979545976,1.99069738634406,2.05308771009783
0,0,2.17768306091176,2.90813364440381
1,1.40769054489045,2.35869871453616,8.02955407683583
0,0,1.87295406023966,4.24109151354529
0,0,2.03926924771396,2.44595658253819
0,0,2.10357614249694,5.84364299667601
0,0,1.75844323959774,3.02208651328862
0,0,1.8402355844385,1.97951241868967
1,-1.55512060869814,2.11594157539762,0.575239878617374
0,0,1.71298514275536,0.545694011797411
1,-1.12405943506771,1.84562100546748,0.919988775429684
0,0,1.51971201211828,-1.15980078230926
1,-0.501919658270244,2.25332814406795,5.74091111416868
0,0,1.91191324701751,3.28349138416015
1,-0.744000943065093,1.99360233909097,3.68672980790218
0,0,2.00300228521087,3.50899410364355
0,0,1.70817531724786,1.21527253889119
0,0,2.00626018497992,1.83377045579654
1,0.198753143072915,2.25263932828085,5.22065582300922
0,0,1.3179443859783,2.2174557271073
1,1.51228297931898,2.22350984115887,9.32352762554475
0,0,1.58141667514427,0.744265441179106
1,-0.295830544390108,2.10180497610507,5.70539658363513
0,0,1.59761844125226,6.00226874777406
1,1.84503492632126,2.21730166231869,7.60768790843256
1,-2.37966805819905,2.0233858147929,1.01586359928679
0,0,2.07566665831003,7.15300975164656
0,0,1.93754534612523,4.34012171179682
0,0,2.09479443095182,2.9721479886121
1,2.07793339561068,2.38714870525878,8.28292090191611
1,-3.01557323806996,1.77337419427965,-0.113335757647032
1,-1.69397318456239,2.1890357977637,-1.78026927703216
0,0,1.83702573446269,4.96412935946422
0,0,1.86656062334781,1.79066196538855
1,-2.31128701268323,1.79989695937631,-0.759215534015154
0,0,1.74883342487802,-0.549358821273048
0,0,2.20388414758247,3.58178920856838
0,0,1.81772712236816,3.84257151628909
0,0,1.8623205855247,2.73012177432572
1,3.60694251368013,2.43528198111261,11.7372019163311
0,0,2.23579889912015,4.50507487641782
0,0,1.91423845059481,1.82845447752822
1,-0.0675810363142825,2.26124792625498,4.06257235146762
1,-0.703272311664446,2.2720014073711,2.68903128460639
0,0,1.91045779807479,3.8351137813231
0,0,1.79756755133812,3.69409933887534
0,0,2.04565878337445,4.35188182579084
1,-1.16631545486624,1.83401734968041,2.00115276975678
1,0.0426622153101514,2.23767316945789,3.29862600191088
1,1.08421088313792,2.39870863627356,7.53066430778449
0,0,2.29725824738965,6.78869013679785
1,-4.44932368679906,2.14038039563454,-2.69952775545142
0,0,1.78537906821053,3.73329967078416
0,0,1.85554221304176,0.822851230276674
0,0,1.88802797674346,5.14145014235841
0,0,1.92241726269879,4.4492709743389
0,0,1.71819218221404,-0.993817479156252
0,0,2.01606467089815,3.97527949080358
0,0,2.01348026158607,5.3998788869854
0,0,1.11233269612535,-0.63710926628327
0,0,1.70776766872384,2.95179310032797
1,-1.72311396597802,2.02591108473806,0.490196525448221
1,-1.19617983461407,1.8024140964906,1.39557897777514
0,0,1.63867645302335,-0.281773642901463
1,0.855794639357389,2.31496828056827,5.97054461339855
0,0,1.95928135139362,1.96022706270753
0,0,2.07008060788465,4.63547640414453
0,0,1.44805674942346,1.12510581562447
1,-2.95849621582855,2.06555837300121,-1.19299691065548
1,-1.72123004412541,2.05310806636674,1.12679674902157
1,1.63953846990527,2.40833592630459,8.31872041967179
1,-0.401114193422078,2.15592058484468,3.69740208024728
1,2.12987259662795,2.21410534233136,7.20697036757413
0,0,1.8195385034822,3.78042498411376
1,2.82775235937059,2.39607281547298,10.0816763594253
1,4.25102735312872,2.4451908009545,12.4065139622514
1,-0.350240732434847,1.89338318527291,4.98559651092929
1,1.25935790671015,2.23983706697687,8.32916142784062
1,0.953133135903755,2.06666266927745,3.76650458504955
0,0,2.04583797783739,4.79592819981757
1,1.78721384740466,2.33997775003997,5.51787159095488
1,2.47239277850916,2.37859468766958,9.13046803833778
1,0.671224276850762,2.20889404455842,5.420559674012
1,-1.98809806312242,2.23549687140941,1.96335763880153
1,1.14950142070957,2.16834541757312,5.2886818187756
1,-0.2558258080696,2.20374679651332,3.85731496458533
0,0,1.73063762520701,2.32597924695704
1,0.0971778480722711,2.33288401145115,6.1948585860977
0,0,1.55733992621115,-0.117689523221955
0,0,2.09840021200014,3.55448740526621
1,-1.09608227001145,2.22255208193702,1.28810200529369
0,0,2.08207758411635,5.02402232623429
1,0.218836453444829,2.06589431106225,4.21203735345427
0,0,1.62331955607838,-0.443548073672211
0,0,2.15478043295749,6.30103563690726
0,0,1.74054661294047,-0.820892443228367
