"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
-1.0062138097874,-1.0062138097874,-1.0062138097874,-1.0062138097874,-1.0062138097874,-1.0062138097874,-1.0062138097874,-1.0062138097874,-1.0062138097874,-1.0062138097874
-1.00541703046334,-1.00541703046334,-1.00541703046334,-1.00541703046334,-1.00541703046334,-1.00541703046334,-1.00541703046334,-1.00541703046334,-1.00541703046334,-1.00541703046334
-1.00462025105736,-1.00462025105736,-1.00462025105736,-1.00462025105736,-1.00462025105736,-1.00462025105736,-1.00462025105736,-1.00462025105736,-1.00462025105736,-1.00462025105736
-1.00382347148752,-1.00382347148752,-1.00382347148752,-1.00382347148752,-1.00382347148752,-1.00382347148752,-1.00382347148752,-1.00382347148752,-1.00382347148752,-1.00382347148752
-1.00302669167191,-1.00302669167191,-1.00302669167191,-1.00302669167191,-1.00302669167191,-1.00302669167191,-1.00302669167191,-1.00302669167191,-1.00302669167191,-1.00302669167191
-1.00222991152858,-1.00222991152858,-1.00222991152858,-1.00222991152858,-1.00222991152858,-1.00222991152858,-1.00222991152858,-1.00222991152858,-1.00222991152858,-1.00222991152858
-1.00143313097562,-1.00143313097562,-1.00143313097562,-1.00143313097562,-1.00143313097562,-1.00143313097562,-1.00143313097562,-1.00143313097562,-1.00143313097562,-1.00143313097562
-1.00063634993109,-1.00063634993109,-1.00063634993109,-1.00063634993109,-1.00063634993109,-1.00063634993109,-1.00063634993109,-1.00063634993109,-1.00063634993109,-1.00063634993109
-0.99983956831308,-0.99983956831308,-0.99983956831308,-0.99983956831308,-0.99983956831308,-0.99983956831308,-0.99983956831308,-0.99983956831308,-0.99983956831308,-0.99983956831308
-0.999042786039647,-0.999042786039647,-0.999042786039647,-0.999042786039647,-0.999042786039647,-0.999042786039647,-0.999042786039647,-0.999042786039647,-0.999042786039647,-0.999042786039647
-0.998246003028874,-0.998246003028874,-0.998246003028874,-0.998246003028874,-0.998246003028874,-0.998246003028874,-0.998246003028874,-0.998246003028874,-0.998246003028874,-0.998246003028874
-0.997449219198827,-0.997449219198827,-0.997449219198827,-0.997449219198827,-0.997449219198827,-0.997449219198827,-0.997449219198827,-0.997449219198827,-0.997449219198827,-0.997449219198827
-0.996652434467585,-0.996652434467585,-0.996652434467585,-0.996652434467585,-0.996652434467585,-0.996652434467585,-0.996652434467585,-0.996652434467585,-0.996652434467585,-0.996652434467585
-0.995855648753214,-0.995855648753214,-0.995855648753214,-0.995855648753214,-0.995855648753214,-0.995855648753214,-0.995855648753214,-0.995855648753214,-0.995855648753214,-0.995855648753214
-0.995058861973795,-0.995058861973795,-0.995058861973795,-0.995058861973795,-0.995058861973795,-0.995058861973795,-0.995058861973795,-0.995058861973795,-0.995058861973795,-0.995058861973795
-0.994262074047393,-0.994262074047393,-0.994262074047393,-0.994262074047393,-0.994262074047393,-0.994262074047393,-0.994262074047393,-0.994262074047393,-0.994262074047393,-0.994262074047393
-0.993465284892088,-0.993465284892088,-0.993465284892088,-0.993465284892088,-0.993465284892088,-0.993465284892088,-0.993465284892088,-0.993465284892088,-0.993465284892088,-0.993465284892088
-0.992668494425946,-0.992668494425946,-0.992668494425946,-0.992668494425946,-0.992668494425946,-0.992668494425946,-0.992668494425946,-0.992668494425946,-0.992668494425946,-0.992668494425946
-0.991871702567043,-0.991871702567043,-0.991871702567043,-0.991871702567043,-0.991871702567043,-0.991871702567043,-0.991871702567043,-0.991871702567043,-0.991871702567043,-0.991871702567043
-0.991074909233457,-0.991074909233457,-0.991074909233457,-0.991074909233457,-0.991074909233457,-0.991074909233457,-0.991074909233457,-0.991074909233457,-0.991074909233457,-0.991074909233457
-0.990278114343252,-0.990278114343252,-0.990278114343252,-0.990278114343252,-0.990278114343252,-0.990278114343252,-0.990278114343252,-0.990278114343252,-0.990278114343252,-0.990278114343252
-0.989481317814509,-0.989481317814509,-0.989481317814509,-0.989481317814509,-0.989481317814509,-0.989481317814509,-0.989481317814509,-0.989481317814509,-0.989481317814509,-0.989481317814509
-0.988684519565293,-0.988684519565293,-0.988684519565293,-0.988684519565293,-0.988684519565293,-0.988684519565293,-0.988684519565293,-0.988684519565293,-0.988684519565293,-0.988684519565293
-0.987887719513685,-0.987887719513685,-0.987887719513685,-0.987887719513685,-0.987887719513685,-0.987887719513685,-0.987887719513685,-0.987887719513685,-0.987887719513685,-0.987887719513685
-0.98709091757775,-0.98709091757775,-0.98709091757775,-0.98709091757775,-0.98709091757775,-0.98709091757775,-0.98709091757775,-0.98709091757775,-0.98709091757775,-0.98709091757775
-0.986294113675568,-0.986294113675568,-0.986294113675568,-0.986294113675568,-0.986294113675568,-0.986294113675568,-0.986294113675568,-0.986294113675568,-0.986294113675568,-0.986294113675568
-0.985497307725206,-0.985497307725206,-0.985497307725206,-0.985497307725206,-0.985497307725206,-0.985497307725206,-0.985497307725206,-0.985497307725206,-0.985497307725206,-0.985497307725206
-0.984700499644743,-0.984700499644743,-0.984700499644743,-0.984700499644743,-0.984700499644743,-0.984700499644743,-0.984700499644743,-0.984700499644743,-0.984700499644743,-0.984700499644743
-0.983903689352245,-0.983903689352245,-0.983903689352245,-0.983903689352245,-0.983903689352245,-0.983903689352245,-0.983903689352245,-0.983903689352245,-0.983903689352245,-0.983903689352245
-0.983106876765792,-0.983106876765792,-0.983106876765792,-0.983106876765792,-0.983106876765792,-0.983106876765792,-0.983106876765792,-0.983106876765792,-0.983106876765792,-0.983106876765792
-0.982310061803449,-0.982310061803449,-0.982310061803449,-0.982310061803449,-0.982310061803449,-0.982310061803449,-0.982310061803449,-0.982310061803449,-0.982310061803449,-0.982310061803449
-0.981513244383298,-0.981513244383298,-0.981513244383298,-0.981513244383298,-0.981513244383298,-0.981513244383298,-0.981513244383298,-0.981513244383298,-0.981513244383298,-0.981513244383298
-0.980716424423403,-0.980716424423403,-0.980716424423403,-0.980716424423403,-0.980716424423403,-0.980716424423403,-0.980716424423403,-0.980716424423403,-0.980716424423403,-0.980716424423403
-0.979919601841844,-0.979919601841844,-0.979919601841844,-0.979919601841844,-0.979919601841844,-0.979919601841844,-0.979919601841844,-0.979919601841844,-0.979919601841844,-0.979919601841844
-0.979122776556688,-0.979122776556688,-0.979122776556688,-0.979122776556688,-0.979122776556688,-0.979122776556688,-0.979122776556688,-0.979122776556688,-0.979122776556688,-0.979122776556688
-0.978325948486015,-0.978325948486015,-0.978325948486015,-0.978325948486015,-0.978325948486015,-0.978325948486015,-0.978325948486015,-0.978325948486015,-0.978325948486015,-0.978325948486015
-0.97752911754789,-0.97752911754789,-0.97752911754789,-0.97752911754789,-0.97752911754789,-0.97752911754789,-0.97752911754789,-0.97752911754789,-0.97752911754789,-0.97752911754789
-0.976732283660389,-0.976732283660389,-0.976732283660389,-0.976732283660389,-0.976732283660389,-0.976732283660389,-0.976732283660389,-0.976732283660389,-0.976732283660389,-0.976732283660389
-0.97593544674159,-0.97593544674159,-0.97593544674159,-0.97593544674159,-0.97593544674159,-0.97593544674159,-0.97593544674159,-0.97593544674159,-0.97593544674159,-0.97593544674159
-0.975138606709557,-0.975138606709557,-0.975138606709557,-0.975138606709557,-0.975138606709557,-0.975138606709557,-0.975138606709557,-0.975138606709557,-0.975138606709557,-0.975138606709557
-0.974341763482372,-0.974341763482372,-0.974341763482372,-0.974341763482372,-0.974341763482372,-0.974341763482372,-0.974341763482372,-0.974341763482372,-0.974341763482372,-0.974341763482372
-0.973544916978099,-0.973544916978099,-0.973544916978099,-0.973544916978099,-0.973544916978099,-0.973544916978099,-0.973544916978099,-0.973544916978099,-0.973544916978099,-0.973544916978099
-0.972748067114819,-0.972748067114819,-0.972748067114819,-0.972748067114819,-0.972748067114819,-0.972748067114819,-0.972748067114819,-0.972748067114819,-0.972748067114819,-0.972748067114819
-0.971951213810597,-0.971951213810597,-0.971951213810597,-0.971951213810597,-0.971951213810597,-0.971951213810597,-0.971951213810597,-0.971951213810597,-0.971951213810597,-0.971951213810597
