"ENSG00000187514","ENSG00000075624","ENSG00000147604","ENSG00000110700","ENSG00000172757","ENSG00000133112","ENSG00000067225","ENSG00000108518","ENSG00000125691"
2.25423271050183,2.302356660648,2.03111603132299,2.54444322898591,2.82167598349823,2.0535696064258,2.23160126137313,2.03786235014207,2.19638772286834
2.62133890715394,2.34577973519956,3.29362022379866,3.07199269776056,3.48266906801647,2.75521081803226,2.72673529464271,2.22230846520852,2.88405384960216
2.84673011337397,2.53499562880269,2.55064404531539,2.73342709028196,2.75967938196294,2.72058552121851,2.78604641954217,2.55910933675867,2.70709621485503
2.97614615080273,2.94725932170058,3.15817867159382,2.85792205382505,3.02405288000482,2.9214358167439,3.10059627888196,3.00056904690173,3.0647533934298
2.17830847653181,3.21944422980692,1.20328324405524,2.30205820280492,2.89556271034898,2.39267380031882,2.8260413145054,2.62826670806348,2.3359659576532
3.20978186500508,3.21923616144289,3.15108427215168,3.13506834997495,2.92790649031748,3.21145860144476,3.13696333301861,3.65611265584042,3.44878680018748
2.69161895782581,2.5406319081401,2.73658305930011,2.94191810324826,2.59999508816247,3.00343905460188,2.72460908792961,2.77351263581843,2.99357521310091
2.95454163530534,3.12742569284167,2.83606500373726,3.34485519784738,2.70783574792926,3.30196318083827,3.0655619743334,3.12088698073171,3.05954673227572
2.96899427489174,3.08810465458971,2.93513865047977,3.12041949079976,2.98580333076792,3.02573182543483,2.98841710638562,2.96963789830411,2.93946012829217
2.65826516344533,3.35684593064698,2.62608473518831,3.56807726440488,3.12663496426673,3.14715659994248,2.59886642653697,3.53483874822287,3.15678874701758
2.08980793267386,2.83425060521183,1.87352421313952,2.46058680243232,2.50634575735781,2.77494888966018,2.86718027802244,1.90728188447621,2.27530183627029
2.61474056820282,2.91194644272288,3.12860911417447,3.55893520409142,4.15383453009817,3.02666167196831,2.01451636231899,3.38376706394847,2.61174129899876
2.81942959508342,2.70382111256055,2.98579940787871,2.17132979775397,2.50217564298388,2.37812186876629,2.43314024927086,2.51030885190174,2.12259105177933
