"H","Z","X","Y","Y_unconfounded"
0.95873581826146,0,-0.328578680008386,1.23514873113595,0.659907240179077
0.314675133165789,1,1.60348648231926,2.58118582140637,2.40653666114384
0.673261139190762,0,2.37363100569479,3.39937920425116,3.13982957046566
-0.962920647404249,0,0.43568721751292,0.464260369357589,1.04201275780014
0.631352939486308,1,1.73045624171537,2.87293933728928,2.55879310312971
0.834921321326599,0,-0.504827247737321,1.67381438028921,1.17286158749325
0.389587040725179,1,2.19709701676548,3.13059144312722,2.96072107402503
-1.26832281611688,1,-0.373952597368019,0.0302004610785126,0.791194150748644
0.895306287162532,0,1.45152071000099,2.67056030311876,2.13396126071908
0.543315124637116,1,0.151352658652683,1.50792055011419,1.18193147533192
-0.88269328059304,0,-0.568402003664432,0.207941224448135,0.737557192803959
1.44781564342605,1,3.28539736066093,4.20646320261747,3.82855368063393
-1.31420448378527,0,-0.121522719165728,0.330129425715815,1.11865211598698
0.76548727775005,1,0.747570650210004,1.76870013874557,1.30940777209554
-0.634872388309901,0,-0.0813857209398277,0.335327418382645,0.716250851368586
-0.203464084028428,0,0.294442426378673,1.38139557795236,1.50347402836942
0.376038178693944,0,0.75381865691266,1.81501704613278,1.58939413891641
0.993429915044156,1,1.44424028833058,2.73248378999202,2.15699372778634
-0.431523220246149,1,-0.706496753543849,0.449293327517105,0.708207259664795
-0.0876450226181259,0,-0.505024613720103,0.840904116004157,0.893491129575033
1.84165344777104,1,3.11556270367735,4.18679194830341,3.67550266267599
1.31816603760504,0,1.57976540255297,3.02897728306289,2.36169722029218
-0.146801386979818,1,0.745621030878788,1.14230592352507,1.23038675571296
0.694188965290202,1,2.50625909053119,3.48395909790335,3.22475133361283
0.921849758710259,0,-0.339208532764678,1.65362995511572,1.10052009988956
1.53381446989038,1,3.44965956135795,4.28593427653123,3.89494340465991
-0.0491534259195057,0,-1.70821810193467,0.603476457433216,0.632968512984919
-1.08604708333589,1,-0.861101960331248,0.0753459992286379,0.726974249230169
-0.424003054793291,0,-0.470258920982893,0.772028411547418,1.02643024442339
-0.773518855986532,1,-0.0657127958446161,0.678569280287499,1.14268059387942
1.02794977272197,0,1.55605981002552,2.88451512191071,2.34564483194569
-1.76141632226921,0,-2.37891686435478,-1.09254023931663,-0.035690445955102
-0.234520415592183,0,-1.9649069005048,0.0620182416628229,0.202730491018133
0.561937229928004,0,0.487520607090332,1.60556559539975,1.26840325744295
-1.4746007296613,1,-0.100263956848888,-0.0645354246214206,0.820225013175363
-0.127253903730246,1,0.620850710885525,1.44360033199631,1.51995267423446
0.363535412331407,0,0.193431116393283,1.49894267859733,1.28082143119848
-1.08402092996447,0,-1.15551484527623,-0.12232532221713,0.52808723576155
-0.608352127535441,1,1.38037951078928,1.57756416950152,2.05822802911745
0.41881013384874,1,1.51921437469947,2.5999117738925,2.37417048931242
-0.851248069747442,0,-2.58693122680731,-0.66593455731626,-0.155185715467795
-0.461357191772527,0,0.285160490670077,0.857405350192627,1.13421966525614
0.28090230773713,1,1.6794711069358,2.58400596946289,2.42339786155055
-0.214227396561276,0,-0.23534791951704,1.07629668010756,1.20483311804433
-0.633174109142368,0,-2.13585016150439,0.000877264165914404,0.380781729651335
0.524338610987325,1,2.10011327524549,3.11819816085256,2.88625208146216
0.43690955178108,1,2.77273601547734,3.59926245219084,3.45108605629678
0.451089886907542,0,-0.0776881320719103,1.28523901249989,1.01458508035536
-0.767481446144317,0,-0.897070771972802,0.0471180234782848,0.507606891164875
-0.448900543539133,0,-1.79199727255473,0.21179525817799,0.481135584301469
-0.404714810290994,1,0.845125378080994,1.17753199311147,1.42036087928607
-0.433245594090815,0,0.281068554230033,0.946706925103975,1.20665428155846
-0.71669970528027,0,-1.5735249304931,0.0809851859489829,0.511005009117145
1.70107089390223,1,3.0088553385523,4.10580472861257,3.61965846713048
-1.27358353036469,0,-0.913994859089402,-0.0200108380990374,0.744139280119777
-0.210474743851504,1,-0.525399523449115,0.653272752491488,0.779557598802391
-0.871677956272929,1,0.784014330774357,0.778627623600606,1.30163439736436
-0.6604061777926,0,-0.509362171990386,0.449121912907926,0.845365619583486
-0.840646273457742,0,-1.32591410429551,0.228821331688931,0.733209095763576
-0.346314288054928,0,-0.0721268779633237,0.637198033081534,0.844986605914491
0.542534649603752,0,1.83149215237948,2.87350293514336,2.59748894103016
0.717557171820312,0,-0.144384743527686,1.33939644530502,0.908862142212838
-0.229589564416155,1,0.359732743216382,1.02408605172329,1.16183979037298
0.806926785341407,1,1.91371742417989,3.20982958157363,2.88741258040303
2.9885418699808,1,4.29552283883359,4.90046298076085,4.3050266000817
0.458049288888733,0,1.14128036791383,2.11987673462577,1.79662276012878
-0.287382248682002,1,-0.47549354043821,1.1098071465802,1.28223649578941
-0.238396488374972,1,1.05391376734833,1.25824381119975,1.49680660497584
0.80928047646094,1,2.81227971870498,3.74964087372316,3.48881706927855
-0.584325670105523,0,-0.368997876042875,0.835773336409548,1.18636873847286
-2.31869639559727,0,-2.05890167817241,-1.00392137869142,0.387296458666944
0.863434776229002,1,3.02130943580222,3.87542669561834,3.61153739275305
0.393499322603341,0,0.51226760138076,1.64649152650572,1.41039193294372
1.19137996053675,1,1.85053057467726,3.19207027933832,2.64621997202491
0.885723985397738,0,2.29149923596857,3.44597985413991,3.11222380992243
1.17086264335884,1,3.71361621826638,4.31719778634295,4.02917955660838
0.425267084555053,1,2.65653832676198,3.49731441543654,3.34380946838895
0.768117700627215,0,1.10044302321262,2.18167462719074,1.58720233905395
0.473499998287976,0,-0.332270065496152,1.30753940012392,1.02343940115114
-0.938141011553385,0,-0.576961333470868,0.15169380339527,0.714578410327301
-1.82566174516441,1,-0.100760257653505,-0.124437604782937,0.970959442315708
0.857952956286143,0,1.34320264263867,2.53362751485648,1.98147375371002
-0.14318274900211,0,-0.294990960998609,0.709594164824391,0.795503814225657
-0.279327095374182,1,-0.670308164075657,0.578114873138823,0.745711130363333
-0.21935166172501,1,2.59009113823468,3.23594271497974,3.31979866304618
0.683057070617328,1,2.94392251921304,3.77028052199713,3.55197667833469
-1.03196995777066,1,-0.590352511095654,0.346737705167708,0.965919679830104
1.1308766744572,0,2.44857241462167,3.61402151571998,3.20922928328973
-0.813494504862077,0,-0.0664932768208111,0.591082467325783,1.07917917024303
1.47528354582057,1,2.13428133036203,3.50933029148601,2.92609987462621
-0.896998578219954,0,-1.86183195561967,0.0827558417652606,0.620954988697233
0.107131785737575,1,0.635859901941353,1.56466632395258,1.50038725251004
-1.24258748599432,1,2.42317870229369,2.70592508869494,3.23742981519744
0.633356774165314,1,2.36192717746241,3.38003307392603,3.13492150504679
-0.289165697702598,1,1.83317812164803,2.5979639260907,2.73910334770869
0.610594684786064,0,0.997585682096293,1.69303238865605,1.32667557778441
0.461329295518823,1,2.00936951104085,3.03595495873816,2.82731969646817
-0.0720079512220713,0,-1.12292984252291,0.543962252633246,0.587167023366489
0.0242109305331346,0,-0.402891490378352,0.604232132797994,0.589705574478114
0.992593045355139,0,1.07296909566393,2.49582493920138,1.92954986573486
